comment;sentiment
todo callado no damos detalles, pero el hp se quiere quemar;Ira
esa alba. ay, dios !!! me huele a problema #enfermeras;Ira
joda ya me cae es mal;Ira
dame una oblea;Ira
por que habla de terrorista en colombia no hay un terrorista mas grande y narco traficante 1ue alvaro uribe velez.que en su gobierno permitio que el ejercito exterminar mas de 10.000 mil colombianos.para presentarlos como guerrilleros.para mantenerse en el poder.;Ira
todos jodid... por ese 30% teniendo que aceptar lo que decretan esos perredosos;Ira
"#carabobenosext | el ""rey de atlanta"" esta de regreso y un dia como ayer, el oriundo de ""el combate"", josef martinez, volvio a disputar un partido oficial luego de superar una lesion que lo mantuvo 401 dias fuera de los terrenos de juego.";Ira
este huevon no se desinfecto las manos y saludos a estos majes x eso estamos como estamos;Ira
que #garroteterapia de linda pero esas viejas que? nojoda como dan rabia pidiendo que ya no le den mas, sufriendo por la rata esa, el dia que las atraque sabran lo que es eso y ojala nadie les ayude #paloterapia, bueeena esa hermanos ecuatorianos ..!!;Ira
es mas facil y factible entregar el celular que la vida.. pero esos hp, prefieren matar por un hombre celular;Ira
en menos de 10 min han cortado la luz dos veces los jodiooooo;Ira
yo hablandole a la pared xq no soi suficiente jakdkaj;Ira
conozco casos de mujeres a las que, las autoridades han detenido al marido maltratandolas y a las pocas horas detenido ellas se presentan, abogando por el y solicitando sean puestos en libertad;Ira
por dios! uno pensando que van a bajar los precios por pandemia jajaja;Ira
como me jode que me esten rociando alcohol en las manos cada vez que entro a un local;Ira
voy a dejar de cocinar y ayudar en la cocina, cada vez que hago caraotas hay #peos en la casa;Ira
que casualidad que en tantos anos de marchas nunca se habian acercado al metro y justo ahora aparece una gente super tesa para el tema para quemarlo... eso fue en nada.... que sera sera? #soscolombianosestanmatando;Ira
me da rabia que una hpta ardia se meta con mis amigas;Ira
embustera! estaba respondiendo una pregunta y dijo que iba a mandar a analizar esa idea con algunas instituciones;Ira
mienten;Ira
me parece una total falta de respeto tomar un servicio de beat/ in driver/taxi y el conductor sin aire pa' esa gracia cojo un bus, porque no es mucha la diferencia, esos conductores asi se merecen un -0;Ira
dios, todos los dia manda mensajes de promociones;Ira
"ohhhhhh en el monarquico pais espanol perdieron el ""glamur""";Ira
les dice uno vamos por unas chunchurrias y dicen que no jumm;Ira
siempre pagando por los problemas de otro;Ira
mas creido que contratista de alcaldia;Ira
muy buen resumen de otro funcionario de quinta de este gobierno;Ira
que cabrero de partido;Ira
la comunitat valenciana registra 913 contagios de covid-19 y 31 fallecimientos mas -678 ingresadosuci 45 -tasa positividad>60= 25'5% -fallecidos: .13 mujeres entre 63-97 anos .18 hombres entre 53-99 anos via;Ira
indignada porq hoy le tocaba a mi madre su segunda dosis y llega uno alla y eso solo sin q nadie de razon de nada. hacen madrugar a esa pobre gente a hacer filas en los distintos puntos y no salen con nada. falta de organizacion e irresponsabilidad.;Ira
media vuel ta,;Ira
mas de 6 horas sin luz #valencia #sinluz;Ira
eso le pasa por tratar de ser una copia de b11;Ira
"claro como es tan oportuno la distribucion de gas en venezuela que ahora imaginense con este ""ataque terrorista"" no van a poder despachar gas";Ira
que coleron mae;Ira
tres doritos despues;Ira
y tambien hay un hijueputa escribiendo novelas maricas que hacen ver a los colombianos como narcotraficantes y a nuestras mujeres como prostitutas....;Ira
a la tetra;Ira
guara hoy;Ira
da asco , la y todo el que este de acuerdo con lo que estos hacen. hdp;Ira
"digna hija d un asesino guerrillero violdor y terrorista, lleva el mal en su adn nera ordinaria, viviendo d ntros imptos esos asesinos pagosx nosotros #petrobastaya #petroesunhampon #petroeslapeorpandemia #petrodelincuente joyera del cartucho sera esta ""mujer""";Ira
cosas que debo de comprar manana urgentemente sal y un destapador;Ira
aprovechado manoooo, ya estoy conociendo;Ira
los hijos de papi y mami chavistas, csm q plaga nos toco en vzla, ahora esta las nene escoltados y queriendo joder a la gente mal paria sea esta revolucion el grandisimo cono e su madre;Ira
no saben, no entienden, los del paro tienen cerebros llenos de humo.;Ira
por el projimo si pero por zapatero no! debe entender que los errores en politica se pagan, que basta de tibieza y que el interes debe ser el pais no el de ellos.....ya basta;Ira
carajita como q eres 2008, njd;Ira
aja!! y que van hacer??? nada como siempre...;Ira
burguer house de la verga;Ira
no lo tenia a mano;Ira
igual pasa en venezuela, la ideologia no les permite a estos personajes poner la salud de sus pueblos de prioridad , seguro terminaran comprando la cubana con sobreprecio;Ira
"totalmente, totalmente, quieren que colombia se acabe, con ese #petronero bandido alli!!! hay que pensar entonces en ""oh libertad que perfumas, las montanas de mi tierra..."" porque colombia se ira al traste!";Ira
manana inician clases en la u y no me he matriculado;Ira
en venezuela lo q esta creciendo es la miseria, la mediocridad, la destruccion y la narcocorrupcion. pensionados y jubilados, mueren de mengua con ingresos de hambre mientras capos chavistas, sus enchufados y colaboracionistas, ostentan riqueza ...;Ira
fin mi empute;Ira
como siempre junior;Ira
pero no existe alguien que emita ordenes de captura contra las , que estan realizando estos delitos, o es que los intereses de un poc esta por encima del pueblo;Ira
la risa remedio infalible jajaja ja ja ja ja ja;Ira
#cuidatedelcovid19 este #ano2020 fue para muchos el anhelado sueno americano(una verdadera pesadilla de terror) para nuestra un boton el propio del imperio ee.uu otro mas!! #cuarentenaestricta;Ira
tantos perritos en la calle muriendose de hambre y al mio ahora se le ha dado por no querer comer;Ira
maraton de #piratasdelcaribe, ponny y cheese trees.;Ira
dia de la mujer y casi me agarra nalga un hpta en moto;Ira
pero si no estamos enchufados como hacemos?;Ira
al paso que voy terminare sola y virgen pero si esto cambia ahi te contare;Ira
en la disputa del . #pretemporada #futve;Ira
el conisimo de su madre pana xq xq xqueeeee q verguenza de partido no merec esta torta de juego, pellizqc chamo no esta ni cerk de la temporada pasada;Ira
despierta desde las 3am porque al vecino del apto de arriba se le ocurrio darse amor el mismo y el ruido de la diligencia me desperto, lo llamo y el care'tabla dice que no es el... pero cheeekooo echale aceite a esa cama jodaaaaaaa.....;Ira
de verdad el cringe que da cuando son asi;Ira
es el que dijo uribe;Ira
11:51pm aplican racionamiento en parte de la zona norte de #maracaibo #24mar;Ira
ese comite y el #petronero de quien es el principal terrorista y culpable del caos y las muertes en esta escalada violenta! #petrobastaya #nomaspetro fuera #elcacas;Ira
que servicio pesimo, en plena epoca de virtualidad escolar y una semana sin internet.;Ira
cierto como lo dijiste en matices;Ira
buenos dias a todos menos para mi que amaneci sobrepensando todo;Ira
cual es la solucion ? cual;Ira
si, recuerdo que despues del paro petrolero, una conocida que trabajaba en pdvsa se presento en su trabajo como si nada, resulto que la nueva gerente de rrhh era su amiga, aun trabaja en rrhh, es super opositora y tiene un alto cargo, a quien le da empleo? a su gente opositora;Ira
algun dia en el que no me despierte en la madrugada;Ira
cuentame algo que no sepa;Ira
como alguien puede hablar asi de mi de shrek;Ira
hay una cerveza en nicaragua marca #tona es buena como tu. #delitototal #esonosehace;Ira
y entonces? hasta cuando me van a dejar sin datos y linea? no sean tan mediocres!;Ira
llego bien el presidente.;Ira
denuncia porq es plagio de ni au noa pero me lo voy a leer q me aburro;Ira
hptas jugadores pechifrios, directivos ladrones;Ira
vegaja y sensual salchipapa;Ira
increible aqui si vinieron de todos los paises y fueron recibidos con los brazos abiertos y lograron surgir aqui en nuestra venezuela . son situaciones dificiles pero no se puede generalizar a todos los peruano ni a todos los venezolanos que vuelva la comprension y empatia.;Ira
se pasaron;Ira
te odio jules;Ira
que grave empece este ano;Ira
lo he leido 20 veces. #%}*+>eurps< aun no lo entiendo.;Ira
hmmmmm... despues que se le vino toda la gente encima por inepta y negligente, ahora si van a aplicarlas. aunque van muy lentos!! . que tristeza de administracion!!;Ira
largo #apagon en desarrollo, sector av las americas #hospital padre justo,van 3 horas corte y el hospital con poco gasoil esto es todos los dias, imaginense el desgaste de la planta electrica,no hay soluciones puras;Ira
esa vaina una la vi;Ira
#paronacional28a o nos unimos o el gobierno nos mata ya van miles de muertos y el gobierno de no hace nada y no lo muestra ellos nos desinforman;Ira
yo lo leo pero tengo varios por ahi que nunca lei ni pienso leer;Ira
no quiero ni ver a mi hermano porque el fue el que me pego la gripa justo para mi cumpleanos;Ira
que bonito, que maravilla se fue la luuuuzzzzz;Ira
si la fkn profesora no ha iniciado la fkn llamada, pa que la fkn inicias;Ira
deberian responder y pagarte hasta los intereses.. que pasa con ese banco vale.?? cada dia peor;Ira
hptaaaa si;Ira
debo decir que me consta! nos presto atencion y no nos miro con el asco y la displicencia que nos trata nuestro supuesto banco vamos a pasar todos nuestros productos para el banagrario antes del 30 de enero.;Ira
odio las mujeres que le pegan a los ninos, y mas aun en la cara eso me parece tan humillante !dios mio!;Ira
mi valle esta caliente , caliente , caliente ... la luna esta enojada con el sol porque siendo de noche hace calor .;Ira
porque cono no tengl mas de 295 seguidores es imposible;Ira
me acostumbre tanto al teletrabajo que detesto tanto ir a la oficina una vez a la semana;Ira
bien mi jose;Ira
desde anoche a las 8 de la noche nos quitaron la luz y estas son horas que todavia no tenemos;Ira
#juego14 2c | 06:13 | #spb #toros 31 - 40 #piratas 2/2 para perez desde el tiro libre : / 87.9fm : : #cambiemoslahistoria #araguaestoros;Ira
robo descarado...! causa indignacion..;Ira
pulverizacion de pensiones y jubilaciones ... pobres jubilados y pensionados esos miserables ingresos es un plan genocidio de la tercera edad...;Ira
basicamente a sido porque me he puesto hasta el culo de cerveza;Ira
a decir verdad, no me duele ver las imagenes/videos de los danos de los vandalos porque esos danos son minimos a diferencia de los danos causados por corrupcion.;Ira
de pana;Ira
cono e la madre se me fue el agua y lo arrecho que la ropa no me enjuago.;Ira
lo malo de las nuevas historias de whatsapp, es que no las puedo bloquear, como las historias de la gran mayoria de mis contactos... !;Ira
increible el tema del contrato. no lo puedo creer;Ira
mi playlist de musica latina pasa de daddy yankee a rocio durcal para luego pasar a diveana;Ira
gracias por acabar con los negocios y la vidas de colombianos honestos. ud merece el rechazo masivo de todos los combianos por miserable #colon;Ira
ese es bien loco! de vaina se mantiene un hogar te vas a buscar otra!;Ira
cuentame, de cuando aca ser novia de alguien es el atributo principal de alguien;Ira
hay enfermeros(as) q parece q les corre kk x las venas xq no saben tratar a los pacientes;Ira
hpta viaje tan eterno.;Ira
cierto todo es critica;Ira
y todas las donaciones q se han recibido que se hicieron???en cualquier empresa seria hay una relacion de gastos y su justificacion, en este pais nadie sabe, solo hay q creer lo q este gbno sin credibilidad dice!!!;Ira
estos de me la volaron hoy ahi esta su msj por dm. a ver que responden. todas las companias celulares deberian tener whatsapp gratuito especialmente en las actuales circunstancias.;Ira
buenos dias, hoy amaneci feliz pero muy feliz el bod me aumento mis tarjetas de credito de bs 50 mil a 1 millon de bolivares que a partir del primero de octubre sera bs 1, un bolivar , si le quitamos los 6 ceros;Ira
solo en panama ponen a un piloto como director del instituto de mercadeo agropecuario... increible;Ira
yo no voy a pagar un carrizo.;Ira
nunca, dar un voto en blanco es darselo al ganador de la primera vuelta. toca comerse un sapo maluco, pero no me comere un sapo venenoso . a esto nos llevo esta eleccion... escoger un covid o un cancer de pancreas con metastasis.;Ira
que pq no incluyen a jin en los trabajos grupales;Ira
ya le cortaron el internet a mi chileno con dignidad y memoria xdd.;Ira
senores otra noche continua, con el racionamiento, van mas de 4 horas sin electricidad el dia de hoy 22/03/2022;Ira
este tipo de abusos me molestan en el pais que sea. que arte tan fenomenal que unos pendejos con uniformes se crean con el poder de pasar por encima de las personas.;Ira
que cara dura,la de este sujeto millonario.verguenza deberia tener,al pedir ayuda,para comprarse un jet,cuando en eeuu,hay tanta gente,pasando roncha,por el aumento de la inflacion de ese pais. ver para creer.;Ira
eres un triple malparido !!;Ira
nos cuide proteja y bendiga a todos nos libre,de todo mal;Ira
y mas empezando el dia;Ira
? y no era que en venezuela la pandemia iba a arrasar el pais y lo iban a tener que invadir para salvar a los pocos supervivientes? pues no solo hay una gestion modelo para el mundo, sino que se envian camiones de oxigeno a brasil, para salvar las vidas que se puedan... esas;Ira
me da tanta rabia, y del tal padre tal hijo.;Ira
asco de pelicula para nada me gusto i care a lot y la actriz la odio... como van abusar de los ancianos de esa manera;Ira
maracay sin gasolina, que tristeza vale;Ira
cooooonooo juanito te encontrara yo por ahi en la pista pa date una parrapanda e conazos triplejueputaaaaaaa,;Ira
tienes razon, ya nos tienen mamaos con tanta informacion y no ponen preso a ese hdlgp;Ira
dia 2 intentando llegar a lt cebolleros cierran la calle nuevamente;Ira
por lo menos sento a pique, por algo se empieza tengamos fe de que sentara a los otros 3.;Ira
otro brawler fuerza 9, mi tanque favorito .;Ira
seguro fue un mto que cree que se las sabe todas y como esta robando parejo en la apn que co le importa!;Ira
maricaaaaaa pense que era una cuenta fake y no pero quejesoooooooo . respirar y contar hasta 1000;Ira
movilnet deberia regalar los chip vaina pa mala vale con base.;Ira
bueno a canada la metemos en el top 5 de las 80 que no pasaron, cortaaa;Ira
porque es petronera y bogotana!;Ira
y despues;Ira
dra. elsa noguera por favor vuelva a cerrar las playas, esta demostrado que la gente no tiene conciencia, ni sentido de pertenencia las ensuciaron de lo peor! #ayudaconunrt #medioambiente #naturaleza;Ira
los odio quiero mis impuestos de vuelta;Ira
el estado colombiano mata y desaparece a quienes les dicen sus verdades, lo que esta pasando es terrible. maldito duque y su gobierno;Ira
tan bueno cuando alguien les habla claro pero decente, a mi no me provoca sino;Ira
#ole #atencion mucho cuidado con mensajes que llegan por #whatsapp y demas #redessociales y que solo buscan incautos q caen en el engano y que son estafados a diario. cerciorense antes de autorizar cualquier tipo d transaccion o entregar informacion financiera #fakenews;Ira
por que no nos gusta la gente gorda ni ser gordis? quiero sacarme ese chip de la cabeza;Ira
que descaro;Ira
yo no entiendo, y sigo preguntando???? hasta cuando la gente va seguir creyendo por dios!!! no respetan ni la posibilidad de salvar una vida ya q esas vacunas son vital para el pueblo son unos malditos arrastrados solo les importa erriquecerse y el maduro su triunfo.inhumanos;Ira
me da una alegria cuando escribo a mi casa y a nadie le llega los putos mensajes;Ira
hmmmmm... orquestado por su jefe, el #petronero terrorista y hampon!!;Ira
pilatos, judas, asesino y hampon;Ira
lo nuevo de #lesvale #escribannn en panama;Ira
y aun no nos hemos extinguido?? ni tradicion ni pollas, que necesidad hay de maltratar a los animales para el disfrute de unos cavernicolas? los gobiernos lo permiten y lo financian....;Ira
hoy me inyectaron en las 2 nalgas y cada vez que las aprieto sin querer me duele lo odio;Ira
chimba de pelicula;Ira
vine bien vergueroso este semestre, asi que no me jodan mucho;Ira
dame paciencia senor! necesito que me rinda la paciencia para este ano como nunca antes. uy que colera!;Ira
ojala ningun directivo del rayo vallecano o del fenerbahce haya visto este partido;Ira
me imagino que todos los dias aumentan los precios de los gb, como todo en venezuela. aunque baje el precio de dolar nada baja de precio, todo siempre hacia arriba!!!;Ira
yo creo que nada me molesta mas a que me quede una materia;Ira
ayer estaba hablando con mi hermana sobre una conocida de nosotras, sobre como el ex la humillaba y se metia con su aspecto fisico diciendole que estaba gorda y que por eso no tenia una ereccion con ella el punto es que recorde por todo lo que pase con mi ex que fue algo muy;Ira
te lo creo, a mi me quito como 20 ese pajaro abusador;Ira
que hice;Ira
no existe argumento alguno para justificar un bailoteo a ritmo de osvaldo en atlapa, cuando esta vigente la prohibicion de eventos masivos y actividades festivas con aglomeracion de personas. un gobierno serio y responsable predica con el ejemplo, este de serio no tiene nada.;Ira
y con relacion a lo de la ambulancia entre girardota y barbosa? ya atacan a las misiones medicas y ponen en peligro a los pacientes que transportan? son realmente unos vandalos y bandidos!! y que hace la;Ira
pero si estas bella;Ira
es correcto negro;Ira
se lesiona solito kliver lo que pasa por no saber soltar el bendito balon rapido! que manita!!;Ira
chamo me salen puros tw tuyos, me tienes la triste;Ira
el mal vecino de los pozuelo se esta fabricando un volcan detras de los q vivimos en este bajo;Ira
un hombre grosero y lo dejan actuar porque dizque vino incluido con el hospital cuando se mudo de calidonia a ancon. una vez discutimos, no le hice caso y coincidentalmente encontre la llanta flat al salir de mi cita. ?y a quien le tuve que pagar para hacer el cambio, pues?;Ira
el eterno dios reprenda a ese demonio;Ira
dios mio yo;Ira
en estos momentos cuando debo terminar los pendientes... el pc me saca la mano .. hora si quede lindo!;Ira
ahoooooora, porque anoche jugando parchis, no me dio ni un poquito de amor .;Ira
maldigo el ano, el mes, el dia, y la hora en la que empece a trasnochar. que es esto hpta;Ira
eso es mondaaaaaaaaa eche;Ira
tronco de falla;Ira
es oficial, odio el dia de cuadriceps y pantorrillas;Ira
y 2 #hampones y terroristas #petrobastaya;Ira
hijueputa! no entiendo como hay gente que no deja que los cojan a pata!;Ira
que mal se vio el equipo..! contra un equipo tan correlon lo que hay que tener es posicion de pelota y eso nunca se vio ..!! la defensa la misma cagada del torneo pasado, la propia autopista..!;Ira
nuestro pueblo y nuestro gobierno esta resistiendo. no cierre tus ojos. comunica con objetividad.;Ira
acaban con el transporte masivo queman peajes bloquean vias y cobran por dejar pasar. en manos de quien estamos y a quien representan?;Ira
me lleva p....;Ira
el presidente peor de la historia;Ira
debieran involucrar al pajuo de zapatero en esas negociaciones... que desgracia de gente. son una verguenza;Ira
2/2 y es cuando vemos a estos personajes hablando mal de mi patria, de mi presidente y de mis instituciones desoues que hicimos mucho por ellos, bueno nada me sorprende al final hijos de santander !;Ira
ceso lo peorcito que ha pasado por este mundo (despues del dotor furive) en medellin, antioquia;Ira
es que estan ocupados tomandose fotos para publicar por aca... ...;Ira
increible...quieren silenciar las voces pensantes ,;Ira
me levante a las 5 a ver el amanecer y apenas son las 2 y siento que he vivido 3 dias solo hoy;Ira
sres. de corpoelec, en urbanizacion sabana larga, frente al c.c mediterranea zona norte de valencia. hay una falla, por favor atender esa falla, nos deja sin luz a cualquier hora. pagamos puntual las facturas, hace poco sin luz, llega y se va;Ira
jamas habia sentido tanto rechazo hacia una empresa, en realidad ya nisiquiera es rabia, es dolor es tristeza es impotencia de ver el servicio tan pesimo que le prestan a la gente, ademas tienen el descaro de cobrarme $764.000 por un mes de luz que descaro!;Ira
sres no enciendan los artefactos electricos hasta.pasar 20 min minimo, de lo contrario pasara lo q acaba de ocurrir con el desencadenante de un posible quemado del mismo! aun sin electricidad;Ira
no son petristas, son petroneros;Ira
no, estoy con el que no quita este hp encierro los fines de semana.;Ira
tenia que ser;Ira
don ivan? #elmugre? de don no tiene nada ese terrorista de es solo un bandido;Ira
terrible!!! venezolanos matan a peruanos y viceversa. la situacion esta fuera de control. manifestaciones en todo el peru;Ira
asi mismo hermanazo a esa gente ni agua;Ira
enemigos a muerte;Ira
ya manana vuelvo a la mis a programacion;Ira
bendiciones amis enemigos;Ira
como asi que taponaron? no estaban en cuarentena total pues? si no tienen noticia se la inventan;Ira
siporfavor;Ira
se van de weekend de vacunacion;Ira
jjajajaja sii, yo vi la foto y me dio calor;Ira
cual clap? aqui e maracay, el limon, no viene el clap, desde octubre del ano pasado, no se en los demas municipios , pero en mbi el limon no, entonces que es lo que tanto cacarear;Ira
ke ladilla q me pregunten cosas d mi vida privada;Ira
amo todo excepto a la pendeja de elena q me hace agarrar rabia todos los episodios;Ira
q ella hable como quiera y en el odioma q le parezca, lo malo es q solo habla y habla y habla .;Ira
apague todo... estoy a oscuras en el cuarto en cualquier momento me quedo dormido jajaja que fastidio no tener tv;Ira
"por culpa de la de . y asi vamos. a un lado los ""humanitos"" < y al otro lado el #petronero >";Ira
odio las clases virtuales con todo mi cuerpo, alma y espiritu;Ira
si, definitivamente debemos entender segun estas absurdas medidas, que como el virus muto de un murcielago, entonces es nocturno, y solo en la noche se propaga #sos;Ira
en conclusion nunca se enculen;Ira
revive? lo archivaron!!! porquerias!!;Ira
hola vito en realidad fa como arrechera ver como se desmorona dos de sus pilares heissler y bethelmi en equipos diferentes;Ira
roja para guzman no importa cuando leas esto;Ira
lo que mas me molesta del juego del barcelona es no ver garra para ir por la pelota y hacia delante se queda mirando como va la pelota no me jodas, menos mal tenemos a ter stegen;Ira
#reportecovid19 #covid19 #colombia #covid_19 #coronavirus fecha : 12/03/2021 pronostico de muertes en colombia por covid19 colombia cifras y datos worldometer;Ira
yo tratando de que nada hiciera que explotara con tanto estres estos dias, y hoy la vida se puso creativa en sacarme el chukie;Ira
cuando no se actua con contundencia, y se deja respirar a los;Ira
piazoooo e novela ? por el amor a dios;Ira
necesito un computador urgentemente, que horrible es dar clases desde el celular;Ira
srs en su oficina de #envigado estan aplicando hoy pico y cedula selectivo. si ud dice que va a cancelar un servicio, no lo dejan pasar, pero si dice que va a pagar una factura, si lo dejan entrar . cc;Ira
hagan el favor!!;Ira
mi profesor esta buscando que yo saque mi lado malcriado y le diga su poco de monda, bro si tienes problemas en tu casa no te desquites con tus estudiantes;Ira
!aaaahhh! te estoy odiando instagram... me complicas la existencia como disenadora con pinche elitismo de sistemas operativos!;Ira
no cojan ningun plan hogar con tigo es fraude. un dia el internet esta intermitente y al otro dia el servicio esta caido completamente ladrones!!;Ira
odio a los hijo de puta ladrones cono;Ira
min. 6: gol del rival. zamora fc 0-1 metropolitanos fc. #pretemporada2021 #amistoso.;Ira
que pesar que en los colaboradores se contagien de esa fama que tiene el #servicioalcliente en #barrancabermeja en especial las chicas del ubicado en la carrera 19 con calle 51;Ira
el ejercito borro el mural del deprimido de san juan.;Ira
o se vacuraron ellos mismos.;Ira
"si pero el drama es que no todos se pueden montar en el autobus que llamas ""recomponiendo se"", es mas que eso, se destruyo la base juridica, sin leyes claras, todo lo demas funcionara mal. tsj. sin rumbo fijo a la orden del partido";Ira
bbva es lo mas lacra que puede existir en entidades bancarias, esos perros le llevan ventaja hasta a lineru;Ira
soy la cesta;Ira
perdon? como que mejor red? el internet hogar de tigo apesta y es uno de los mas costosos del pais. no enganen al cliente diciendole que tienen el internet mas velos ya que es falso!!!;Ira
de justiciero bien lejos, los unicos que se pueden poner ese traje, son los de primero justicia ok...;Ira
este bandido #petronero generador de caos y violencia en el pais. solo es una terrorista #comandantecacas a ver cuando la empieza una investigacion!!;Ira
no se casen que me dan ganas de jugar a la casita a mi tambien;Ira
ademas de eso, es un ataque de rabia que destruye tu higado;Ira
fin de mundo, que gusto tan peuperrimo;Ira
que tristeza si les venden estos elementos no los compren por favor;Ira
este mae del bus lleva 3 personas de pie;Ira
yo quiero la sputnik 5.... si se la pusieron a putin es la unica que sirve. he dicho;Ira
prefiero llegar tarde que andar en tenis y sin medias;Ira
ella obviamente sabia que esto iba a suceder;Ira
hace dos semana que no soporto el auto corrector de #whatsapp en #iphone cada vez peor;Ira
no tuvimos suerte en estos primeros dos juegos en casa. !pero no nos rendimos! #ciudadmarinera #nacimosparahacerhistoria;Ira
y me dicen que las facturas se actualizan cada 72 horas y que luego de pasado ese tiempo es que puedo realizar la solicitud. vayan a mamar.;Ira
senores de blu radio y de la fm, por favor rectifiquen, yo no sere candidato a la gobernacion de la guajira, dejen de especular y generar falsas expectativas (cm) #felop;Ira
que hp cancer es este man para colombia, y todo su sequito de gente desagradable. a reportar esta cuenta por incitar al odio;Ira
tu nunca has caido en lo ridiculo.;Ira
si yo fuera alcaldesa de soledad habria metido preso a medio municipio. estos #paridos no usan tapabocas.;Ira
objetivos claros. #pretemporada2021;Ira
donde vivo es estrato 4, pero la gente se cree de estrato 6 y en la realidad no llegan ni al estrato 1 #gentehp;Ira
llevamos 4 meses sin linea y ahora mi telf dice que lo estan usando y para variar llevo 1 semana sin internet. que esta pasando?;Ira
pendejos;Ira
"le creemos a julio borges, que pide transparencia? guaido nunca a presentado informes, rendicion de cuentas, todo repartido entre familiares, amigotes, aprovechadores y gastos por los viajes para consolidar ""logros"". los venezolanos fueron usados y no recibiran ayuda. punto.";Ira
ajola ya se le hallan cambiado los panales cuando boto el penalti de la sudamericana con junior;Ira
que semanita pero 6/6 listos;Ira
no pudieron ponerle un nombre mas tetrico.;Ira
#reportecovid19 17/03/2021, brasil casos * 99.634 nuevos hoy * 11'693.838 acumulados. muertes * 3.149 nuevas hoy * 284.775 acumuladas. se agregaron 501 muertes de ses / rs, no registradas ayer (16/03/21) mas informacion (en portugues):;Ira
ya se jajsjaajjss;Ira
eso es lo minimo para tremendo inepto;Ira
odio ser tan sentimental;Ira
que necesito esto en mi vida;Ira
tu crees que esto es justo;Ira
ojala se le explote la casa al vecino que tiene la musica puesta desde las 10 de la manana;Ira
digo lo mismo, con eso me compro la casita que no tengo y hasta hago mercado en dolares,;Ira
"siempre los dias de champions por ""arte de magia"" no se puede recargar la cuenta. hijos de puta!";Ira
odio esta malparia semana de trabajo nocturno;Ira
entonces la culpa y de toda la.corrupcion en el gobierno ? ellos pusieron a de presidente?..paridos uribistas;Ira
que calamidad la que estamos viviendo;Ira
tan facil que es esto y ponen una barrera politica, este gobierno de mierda ni lava ni presta la batea #dejenentrarlavacuna;Ira
en el lugar 'perfecto' para perturbar la fauna del y la;Ira
los signos mas peligrosos segun las estadisticas: 1. cancer. 2. escorpio. 3. aries. 4. sagitario. 5. tauro.;Ira
dita sea!;Ira
los que salen al rededor de las cejas o la boca duelen horrible;Ira
que pasa vale!? se me estan perdiendo todos los boxer;Ira
cero, eso ya me dio. no mas ando sin apetito desde hace un par de meses, ceno ceviche todas las noches para no acostarme sin comer, aparte que uno entrena y toca nutrirse. solo me da hambrecita al almuerzo.;Ira
estos vendedores ambulantes de la playa en cartagena siguen haciendo cobros exagerados, hoy me pidieron $12.000 por una cerveza, tienen unas lista de precios no autorizada por alcaldia, descarados!;Ira
que castigo ya 2h sin luz;Ira
nombe no, el hambre a esta hora no;Ira
colas interminables para preguntar por un medicamento y cuando llega tu turno esa medicina no hay;Ira
ya estamos mas contentos que ''marrano estrenando lazo'' llegaron a nuestro barrio, lo malo es que se tendran que sacar todas las paletas que teniamos en el super congelador!;Ira
"dicen""soy ateo"" pero, cuando tienen a cerca, dicen !ay dios mio!!!!! los he visto";Ira
la gente;Ira
igualmente los de la difunta cadafelos 23 de noviembre fijo. y los 22 de febrero el fideicomiso. en el 2019 me alcanzo para comprar un cepillo de barrer. este ano para completar para un corte de cabello (sin secado);Ira
que terrible este saprissa necesitamos otro entrenador;Ira
reaccion de al ver a con su amor : -voy a bloquear a ese benedetti por quitarme mi mor, hay no auuuchhhhhhh te odio je je je como diria en una de sus canciones: mio ese hombre es mio.;Ira
culpa del;Ira
dios mio, como puede haber tanta crueldad en un ser humano??? hasta cuando se burlan de dios y de sus angeles???;Ira
las mismas tramas de siempre;Ira
que decepcionante meter la mano por una persona que no crees capaz de danarte;Ira
me pica tanto esta desorganizacion. los odio un poco, de verdad.;Ira
que hpta rabia la gente irresponsable;Ira
desgraciado esos deberian cortarlos igualitos y reirse de ellos esos son los propios animales;Ira
min. 80: gol de lucas gomez. zamora fc 2-1 #temporada2021 #venezuelaesfutve #ligafutvextves;Ira
no les bastaron 6h ( de 9am a 3pm) y la vuelven a quitar a las 8 . sin gas ni elect. como preparamos comida .?;Ira
"uy aca el hilo de la novela ""la saga familiar monroy garcia"", no conciliaron antes llegaron a ciudad luz otro barrio, tienen un grave problema psiquiatrico. si se van de ibague que agarren pa' bello aca no se le aguantan nada que rabia";Ira
es terrible un sabado en la noche y sin luz que castigo ? alguien sabe hasta cuando sera esto ?;Ira
no respetan es pero nadaaa !! cuando se van a poner los pantalones y a hacer cumplir la ley ?;Ira
es buenisima, lo malo ese duque;Ira
lo mas triste que faltan 3 anos y medio para que se vayan y a un lo mas triste 5 anos de mi vida echados a la basura y la de todo un pais para que un grupito de huevones en plena pandemia salga con las cuentas bancarias llenas sin importarles nada que hp;Ira
y seguimos contando ...;Ira
odio cuando estuve ocupado todo el dia y me mantiene alejado de twitter;Ira
un hdp al cuadrado!!!;Ira
esta cv llega al pueblo cuando uno no esta, y despues de fiestas.;Ira
y donde dejas lo de la recoleccion de basura;Ira
zelenski carga contra kissinger por su propuesta para alcanzar la paz con rusia;Ira
